"Key","Type","Character","Name"
"00_7_0010","AI Strategy","","Defense Strategy: Skills"
"00_7_0011","AI Strategy","","Attack Strategy: Barrage"
"00_7_0012","AI Strategy","","Balanced Strategy: Movement"
"00_7_0013","AI Strategy","","Attack Strategy: Evasion"
"00_7_0014","AI Strategy","","Attack Strategy: Vanishing"
"00_8_0000","Stamp/Title","","00_8_0000"
"00_8_0001","Stamp/Title","","00_8_0001"
"00_8_0002","Stamp/Title","","00_8_0002"
"00_8_0003","Stamp/Title","","00_8_0003"
"00_8_0004","Stamp/Title","","00_8_0004"
"00_8_0005","Stamp/Title","","00_8_0005"
"00_8_0006","Stamp/Title","","00_8_0006"
"00_8_0007","Stamp/Title","","00_8_0007"
"00_8_0008","Stamp/Title","","00_8_0008"
"00_8_0009","Stamp/Title","","00_8_0009"
"00_8_0010","Stamp/Title","","00_8_0010"
"00_8_0011","Stamp/Title","","00_8_0011"
"00_8_0012","Stamp/Title","","00_8_0012"
"00_8_0013","Stamp/Title","","00_8_0013"
"00_8_0014","Stamp/Title","","00_8_0014"
"00_8_0015","Stamp/Title","","00_8_0015"
"00_8_0016","Stamp/Title","","00_8_0016"
"00_8_0017","Stamp/Title","","00_8_0017"
"00_8_0018","Stamp/Title","","00_8_0018"
"00_8_0019","Stamp/Title","","00_8_0019"
"00_8_0020","Stamp/Title","","00_8_0020"
"00_8_0021","Stamp/Title","","00_8_0021"
"00_8_0022","Stamp/Title","","00_8_0022"
"00_8_0023","Stamp/Title","","00_8_0023"
"00_8_0024","Stamp/Title","","00_8_0024"
"00_8_0025","Stamp/Title","","00_8_0025"
"00_8_0031","Stamp/Title","","00_8_0031"
"00_8_0032","Stamp/Title","","00_8_0032"
"00_8_0033","Stamp/Title","","00_8_0033"
"00_8_0034","Stamp/Title","","00_8_0034"
"00_8_0035","Stamp/Title","","00_8_0035"
"00_8_0036","Stamp/Title","","00_8_0036"
"00_8_0037","Stamp/Title","","00_8_0037"
"00_8_0038","Stamp/Title","","00_8_0038"
"00_8_0039","Stamp/Title","","00_8_0039"
"00_8_0040","Stamp/Title","","00_8_0040"
"00_8_0041","Stamp/Title","","00_8_0041"
"00_8_0042","Stamp/Title","","00_8_0042"
"00_8_0043","Stamp/Title","","00_8_0043"
"00_8_0044","Stamp/Title","","00_8_0044"
"00_8_0045","Stamp/Title","","00_8_0045"
"00_8_0046","Stamp/Title","","00_8_0046"
"00_8_0047","Stamp/Title","","00_8_0047"
"00_8_0048","Stamp/Title","","00_8_0048"
"00_8_0049","Stamp/Title","","00_8_0049"
"00_8_0050","Stamp/Title","","00_8_0050"
"00_8_0051","Stamp/Title","","00_8_0051"
"00_8_0052","Stamp/Title","","00_8_0052"
"00_8_0053","Stamp/Title","","00_8_0053"
"00_8_0054","Stamp/Title","","00_8_0054"
"00_8_0055","Stamp/Title","","00_8_0055"
"00_8_0056","Stamp/Title","","00_8_0056"
"00_8_0057","Stamp/Title","","00_8_0057"
"00_8_0058","Stamp/Title","","00_8_0058"
"00_8_0059","Stamp/Title","","00_8_0059"
"00_8_0060","Stamp/Title","","00_8_0060"
"00_8_0061","Stamp/Title","","00_8_0061"
"00_8_0062","Stamp/Title","","00_8_0062"
"00_8_0063","Stamp/Title","","00_8_0063"
"00_8_0064","Stamp/Title","","00_8_0064"
"00_8_0065","Stamp/Title","","00_8_0065"
"00_8_0066","Stamp/Title","","00_8_0066"
"00_8_0067","Stamp/Title","","00_8_0067"
"00_8_0068","Stamp/Title","","00_8_0068"
"00_8_0069","Stamp/Title","","00_8_0069"
"00_8_0070","Stamp/Title","","00_8_0070"
"00_8_0071","Stamp/Title","","00_8_0071"
"00_8_0072","Stamp/Title","","00_8_0072"
"00_8_0073","Stamp/Title","","00_8_0073"
"00_8_0074","Stamp/Title","","00_8_0074"
"00_8_0075","Stamp/Title","","00_8_0075"
"00_8_0076","Stamp/Title","","00_8_0076"
"00_8_0077","Stamp/Title","","00_8_0077"
"00_8_0078","Stamp/Title","","00_8_0078"
"00_8_0079","Stamp/Title","","00_8_0079"
"00_8_0080","Stamp/Title","","00_8_0080"
"00_8_0081","Stamp/Title","","00_8_0081"
"00_8_0082","Stamp/Title","","00_8_0082"
"00_8_0083","Stamp/Title","","00_8_0083"
"00_8_0084","Stamp/Title","","00_8_0084"
"00_8_0085","Stamp/Title","","00_8_0085"
"00_8_0086","Stamp/Title","","00_8_0086"
"00_8_0087","Stamp/Title","","00_8_0087"
"00_8_0088","Stamp/Title","","00_8_0088"
"00_8_0089","Stamp/Title","","00_8_0089"
"00_8_0090","Stamp/Title","","00_8_0090"
"00_8_0091","Stamp/Title","","00_8_0091"
"00_8_0092","Stamp/Title","","00_8_0092"
"00_8_0093","Stamp/Title","","00_8_0093"
"00_8_0094","Stamp/Title","","00_8_0094"
"00_8_0095","Stamp/Title","","00_8_0095"
"00_8_0096","Stamp/Title","","00_8_0096"
"00_8_0097","Stamp/Title","","00_8_0097"
"00_8_0098","Stamp/Title","","00_8_0098"
"00_8_0099","Stamp/Title","","00_8_0099"
"00_8_0100","Stamp/Title","","00_8_0100"
"00_8_0101","Stamp/Title","","00_8_0101"
"00_8_0102","Stamp/Title","","00_8_0102"
"00_8_0103","Stamp/Title","","00_8_0103"
"00_8_0104","Stamp/Title","","00_8_0104"
"00_8_0105","Stamp/Title","","00_8_0105"
"00_8_0106","Stamp/Title","","00_8_0106"
"00_8_0107","Stamp/Title","","00_8_0107"
"00_8_0108","Stamp/Title","","00_8_0108"
"00_8_0109","Stamp/Title","","00_8_0109"
"00_8_0110","Stamp/Title","","00_8_0110"
"00_8_0111","Stamp/Title","","00_8_0111"
"00_8_0112","Stamp/Title","","00_8_0112"
"00_8_0113","Stamp/Title","","00_8_0113"
"00_8_0114","Stamp/Title","","00_8_0114"
"00_8_0115","Stamp/Title","","00_8_0115"
"00_8_0116","Stamp/Title","","00_8_0116"
"00_8_0117","Stamp/Title","","00_8_0117"
"00_8_0118","Stamp/Title","","00_8_0118"
"00_8_0119","Stamp/Title","","00_8_0119"
"00_8_0120","Stamp/Title","","00_8_0120"
"00_8_0121","Stamp/Title","","00_8_0121"
"00_8_0122","Stamp/Title","","00_8_0122"
"00_8_0123","Stamp/Title","","00_8_0123"
"00_8_0124","Stamp/Title","","00_8_0124"
"00_8_0125","Stamp/Title","","00_8_0125"
"00_8_0126","Stamp/Title","","00_8_0126"
"00_8_0127","Stamp/Title","","00_8_0127"
"00_8_0128","Stamp/Title","","00_8_0128"
"00_8_0129","Stamp/Title","","00_8_0129"
"00_8_0130","Stamp/Title","","00_8_0130"
"00_8_0131","Stamp/Title","","00_8_0131"
"00_8_0132","Stamp/Title","","00_8_0132"
"00_8_0133","Stamp/Title","","00_8_0133"
"00_8_0134","Stamp/Title","","00_8_0134"
"00_8_0135","Stamp/Title","","00_8_0135"
"00_8_0136","Stamp/Title","","00_8_0136"
"00_8_0137","Stamp/Title","","00_8_0137"
"00_8_0138","Stamp/Title","","00_8_0138"
"00_8_0139","Stamp/Title","","00_8_0139"
"00_8_0140","Stamp/Title","","00_8_0140"
"00_8_0141","Stamp/Title","","00_8_0141"
"00_8_0142","Stamp/Title","","00_8_0142"
"00_8_0143","Stamp/Title","","00_8_0143"
"00_8_0144","Stamp/Title","","00_8_0144"
"00_8_0145","Stamp/Title","","00_8_0145"
"00_8_0146","Stamp/Title","","00_8_0146"
"00_8_0147","Stamp/Title","","00_8_0147"
"00_8_0148","Stamp/Title","","00_8_0148"
"00_8_0149","Stamp/Title","","00_8_0149"
"00_8_0150","Stamp/Title","","00_8_0150"
"00_8_0151","Stamp/Title","","00_8_0151"
"00_8_0152","Stamp/Title","","00_8_0152"
"00_8_0153","Stamp/Title","","00_8_0153"
"00_8_0154","Stamp/Title","","00_8_0154"
"00_8_0155","Stamp/Title","","00_8_0155"
"00_8_0156","Stamp/Title","","00_8_0156"
"00_8_0157","Stamp/Title","","00_8_0157"
"00_8_0158","Stamp/Title","","00_8_0158"
"00_8_0159","Stamp/Title","","00_8_0159"
"00_8_0160","Stamp/Title","","00_8_0160"
"00_8_0161","Stamp/Title","","00_8_0161"
"00_8_0162","Stamp/Title","","00_8_0162"
"00_8_0163","Stamp/Title","","00_8_0163"
"00_8_0164","Stamp/Title","","00_8_0164"
"00_8_0165","Stamp/Title","","00_8_0165"
"00_8_0175","Stamp/Title","","00_8_0175"
"00_8_0176","Stamp/Title","","00_8_0176"
"00_8_0177","Stamp/Title","","00_8_0177"
"00_8_0178","Stamp/Title","","00_8_0178"
"00_8_0179","Stamp/Title","","00_8_0179"
"00_8_0180","Stamp/Title","","00_8_0180"
"00_8_0181","Stamp/Title","","00_8_0181"
"00_8_0182","Stamp/Title","","00_8_0182"
"00_8_0183","Stamp/Title","","00_8_0183"
"00_8_0184","Stamp/Title","","00_8_0184"
"00_8_0185","Stamp/Title","","00_8_0185"
"00_8_0186","Stamp/Title","","00_8_0186"
"00_8_0187","Stamp/Title","","00_8_0187"
"00_8_0188","Stamp/Title","","00_8_0188"
"00_8_0189","Stamp/Title","","00_8_0189"
"00_8_0190","Stamp/Title","","00_8_0190"
"00_8_0191","Stamp/Title","","00_8_0191"
"00_8_0192","Stamp/Title","","00_8_0192"
"00_8_0193","Stamp/Title","","00_8_0193"
"00_8_0194","Stamp/Title","","00_8_0194"
"00_8_0195","Stamp/Title","","00_8_0195"
"00_8_0196","Stamp/Title","","00_8_0196"
"00_8_0197","Stamp/Title","","00_8_0197"
"00_8_0198","Stamp/Title","","00_8_0198"
"00_8_0199","Stamp/Title","","00_8_0199"
"00_8_0200","Stamp/Title","","00_8_0200"
"00_8_0201","Stamp/Title","","00_8_0201"
"00_8_0202","Stamp/Title","","00_8_0202"
"00_8_0203","Stamp/Title","","00_8_0203"
"00_8_0204","Stamp/Title","","00_8_0204"
"00_8_0205","Stamp/Title","","00_8_0205"
"00_8_0206","Stamp/Title","","00_8_0206"
"00_8_0207","Stamp/Title","","00_8_0207"
"00_8_0208","Stamp/Title","","00_8_0208"
"00_8_0209","Stamp/Title","","00_8_0209"
"00_8_0210","Stamp/Title","","00_8_0210"
"00_8_0211","Stamp/Title","","00_8_0211"
"00_8_0212","Stamp/Title","","00_8_0212"
"00_8_0213","Stamp/Title","","00_8_0213"
"00_8_0214","Stamp/Title","","00_8_0214"
"00_8_0215","Stamp/Title","","00_8_0215"
"00_8_0216","Stamp/Title","","00_8_0216"
"00_8_0217","Stamp/Title","","00_8_0217"
"01_1_0000_3000_00","Costume","Gohan (Super Hero)","Gohan (Super Hero) Outfit"
"01_1_0000_3000_01","Costume","Gohan (Super Hero), Super Saiyan","Gohan (Super Hero), Super Saiyan Outfit"
"01_1_0000_3000_02","Costume","Ultimate Gohan (Super Hero)","Ultimate Gohan (Super Hero) Outfit"
"01_1_0000_3000_03","Costume","Gohan Beast","Gohan Beast Outfit"
"01_1_0000_3010_00","Costume","Piccolo (Super Hero)","Piccolo (Super Hero) Outfit"
"01_1_0000_3010_01","Costume","Piccolo (Super Hero), Power Awakening","Piccolo (Super Hero), Power Awakening Outfit"
"01_1_0000_3011_00","Costume","Orange Piccolo","Orange Piccolo Outfit"
"01_1_0000_3012_00","Costume","Orange Piccolo, Giant Form","Orange Piccolo, Giant Form Outfit"
"01_1_0000_3020_00","Costume","Gamma 1","Gamma 1 Outfit"
"01_1_0000_3030_00","Costume","Gamma 2","Gamma 2 Outfit"
"01_1_0000_3040_00","Costume","Cell Max","Cell Max Outfit"
"01_1_0001_3000_00","Costume","Gohan (Super Hero)","Gohan (Super Hero) Outfit"
"01_1_0001_3010_00","Costume","Piccolo (Super Hero)","Piccolo (Super Hero) Outfit"
"01_1_0001_3010_01","Costume","Piccolo (Super Hero), Power Awakening","Piccolo (Super Hero), Power Awakening Outfit"
"01_4_0000_3000_00","Profile Card","Gohan (Super Hero)","Gohan (Super Hero) (Profile Card)"
"01_4_0000_3000_01","Profile Card","Gohan (Super Hero), Super Saiyan","Gohan (Super Hero), Super Saiyan (Profile Card)"
"01_4_0000_3000_02","Profile Card","Ultimate Gohan (Super Hero)","Ultimate Gohan (Super Hero) (Profile Card)"
"01_4_0000_3000_03","Profile Card","Gohan Beast","Gohan Beast (Profile Card)"
"01_4_0000_3010_00","Profile Card","Piccolo (Super Hero)","Piccolo (Super Hero) (Profile Card)"
"01_4_0000_3010_01","Profile Card","Piccolo (Super Hero), Power Awakening","Piccolo (Super Hero), Power Awakening (Profile Card)"
"01_4_0000_3011_00","Profile Card","Orange Piccolo","Orange Piccolo (Profile Card)"
"01_4_0000_3012_00","Profile Card","Orange Piccolo, Giant Form","Orange Piccolo, Giant Form (Profile Card)"
"01_4_0000_3020_00","Profile Card","Gamma 1","Gamma 1 (Profile Card)"
"01_4_0000_3030_00","Profile Card","Gamma 2","Gamma 2 (Profile Card)"
"01_4_0000_3040_00","Profile Card","Cell Max","Cell Max (Profile Card)"
"01_4_1000_3000_00","Profile Card","Gohan (Super Hero)","Gohan (Super Hero) (Profile Card)"
"01_4_1000_3000_01","Profile Card","Gohan (Super Hero), Super Saiyan","Gohan (Super Hero), Super Saiyan (Profile Card)"
"01_4_1000_3000_02","Profile Card","Ultimate Gohan (Super Hero)","Ultimate Gohan (Super Hero) (Profile Card)"
"01_4_1000_3000_03","Profile Card","Gohan Beast","Gohan Beast (Profile Card)"
"01_4_1000_3010_00","Profile Card","Piccolo (Super Hero)","Piccolo (Super Hero) (Profile Card)"
"01_4_1000_3010_01","Profile Card","Piccolo (Super Hero), Power Awakening","Piccolo (Super Hero), Power Awakening (Profile Card)"
"01_4_1000_3011_00","Profile Card","Orange Piccolo","Orange Piccolo (Profile Card)"
"01_4_1000_3012_00","Profile Card","Orange Piccolo, Giant Form","Orange Piccolo, Giant Form (Profile Card)"
"01_4_1000_3020_00","Profile Card","Gamma 1","Gamma 1 (Profile Card)"
"01_4_1000_3030_00","Profile Card","Gamma 2","Gamma 2 (Profile Card)"
"01_4_1000_3040_00","Profile Card","Cell Max","Cell Max (Profile Card)"
"01_4_1001_3000_00","Profile Card","Gohan (Super Hero)","Gohan (Super Hero) (Profile Card)"
"01_4_1001_3000_01","Profile Card","Gohan (Super Hero), Super Saiyan","Gohan (Super Hero), Super Saiyan (Profile Card)"
"01_4_1001_3000_02","Profile Card","Ultimate Gohan (Super Hero)","Ultimate Gohan (Super Hero) (Profile Card)"
"01_4_1001_3000_03","Profile Card","Gohan Beast","Gohan Beast (Profile Card)"
"01_4_1001_3010_00","Profile Card","Piccolo (Super Hero)","Piccolo (Super Hero) (Profile Card)"
"01_4_1001_3010_01","Profile Card","Piccolo (Super Hero), Power Awakening","Piccolo (Super Hero), Power Awakening (Profile Card)"
"01_4_1001_3011_00","Profile Card","Orange Piccolo","Orange Piccolo (Profile Card)"
"01_4_1001_3012_00","Profile Card","Orange Piccolo, Giant Form","Orange Piccolo, Giant Form (Profile Card)"
"01_4_1001_3020_00","Profile Card","Gamma 1","Gamma 1 (Profile Card)"
"01_4_1001_3030_00","Profile Card","Gamma 2","Gamma 2 (Profile Card)"
"01_4_1001_3040_00","Profile Card","Cell Max","Cell Max (Profile Card)"
"01_4_1002_3000_00","Profile Card","Gohan (Super Hero)","Gohan (Super Hero) (Profile Card)"
"01_4_1002_3000_01","Profile Card","Gohan (Super Hero), Super Saiyan","Gohan (Super Hero), Super Saiyan (Profile Card)"
"01_4_1002_3000_02","Profile Card","Ultimate Gohan (Super Hero)","Ultimate Gohan (Super Hero) (Profile Card)"
"01_4_1002_3000_03","Profile Card","Gohan Beast","Gohan Beast (Profile Card)"
"01_4_1002_3010_00","Profile Card","Piccolo (Super Hero)","Piccolo (Super Hero) (Profile Card)"
"01_4_1002_3010_01","Profile Card","Piccolo (Super Hero), Power Awakening","Piccolo (Super Hero), Power Awakening (Profile Card)"
"01_4_1002_3011_00","Profile Card","Orange Piccolo","Orange Piccolo (Profile Card)"
"01_4_1002_3012_00","Profile Card","Orange Piccolo, Giant Form","Orange Piccolo, Giant Form (Profile Card)"
"01_4_1002_3020_00","Profile Card","Gamma 1","Gamma 1 (Profile Card)"
"01_4_1002_3030_00","Profile Card","Gamma 2","Gamma 2 (Profile Card)"
"01_4_1002_3040_00","Profile Card","Cell Max","Cell Max (Profile Card)"
"02_4_0000_3050_01","Profile Card","Goku (Mini), Super Saiyan","Goku (Mini), Super Saiyan (Profile Card)"
"02_4_0000_3060_00","Profile Card","Vegeta (Mini)","Vegeta (Mini) (Profile Card)"
"02_4_0000_3060_01","Profile Card","Vegeta (Mini), Super Saiyan","Vegeta (Mini), Super Saiyan (Profile Card)"
"02_4_0000_3060_02","Profile Card","Vegeta (Mini), Super Saiyan 2","Vegeta (Mini), Super Saiyan 2 (Profile Card)"
"02_4_0000_3060_03","Profile Card","Vegeta (Mini), Super Saiyan 3","Vegeta (Mini), Super Saiyan 3 (Profile Card)"
"02_4_0000_3070_00","Profile Card","Glorio","Glorio (Profile Card)"
"02_4_0000_3110_00","Profile Card","Majin Kuu","Majin Kuu (Profile Card)"
"02_4_0000_3130_00","Profile Card","Panzy","Panzy (Profile Card)"
"02_4_1000_3050_11","Profile Card",," (Profile Card)"
"02_4_1001_3050_01","Profile Card","Goku (Mini), Super Saiyan","Goku (Mini), Super Saiyan (Profile Card)"
"02_4_1002_3050_01","Profile Card","Goku (Mini), Super Saiyan","Goku (Mini), Super Saiyan (Profile Card)"
"02_4_1000_3060_00","Profile Card","Vegeta (Mini)","Vegeta (Mini) (Profile Card)"
"02_4_1001_3060_00","Profile Card","Vegeta (Mini)","Vegeta (Mini) (Profile Card)"
"02_4_1002_3060_00","Profile Card","Vegeta (Mini)","Vegeta (Mini) (Profile Card)"
"02_4_1000_3060_01","Profile Card","Vegeta (Mini), Super Saiyan","Vegeta (Mini), Super Saiyan (Profile Card)"
"02_4_1001_3060_01","Profile Card","Vegeta (Mini), Super Saiyan","Vegeta (Mini), Super Saiyan (Profile Card)"
"02_4_1002_3060_01","Profile Card","Vegeta (Mini), Super Saiyan","Vegeta (Mini), Super Saiyan (Profile Card)"
"02_4_1000_3060_02","Profile Card","Vegeta (Mini), Super Saiyan 2","Vegeta (Mini), Super Saiyan 2 (Profile Card)"
"02_4_1001_3060_02","Profile Card","Vegeta (Mini), Super Saiyan 2","Vegeta (Mini), Super Saiyan 2 (Profile Card)"
"02_4_1002_3060_02","Profile Card","Vegeta (Mini), Super Saiyan 2","Vegeta (Mini), Super Saiyan 2 (Profile Card)"
"02_4_1000_3060_03","Profile Card","Vegeta (Mini), Super Saiyan 3","Vegeta (Mini), Super Saiyan 3 (Profile Card)"
"02_4_1001_3060_03","Profile Card","Vegeta (Mini), Super Saiyan 3","Vegeta (Mini), Super Saiyan 3 (Profile Card)"
"02_4_1002_3060_03","Profile Card","Vegeta (Mini), Super Saiyan 3","Vegeta (Mini), Super Saiyan 3 (Profile Card)"
"02_4_1000_3070_00","Profile Card","Glorio","Glorio (Profile Card)"
"02_4_1001_3070_00","Profile Card","Glorio","Glorio (Profile Card)"
"02_4_1002_3070_00","Profile Card","Glorio","Glorio (Profile Card)"
"02_4_1000_3110_00","Profile Card","Majin Kuu","Majin Kuu (Profile Card)"
"02_4_1001_3110_00","Profile Card","Majin Kuu","Majin Kuu (Profile Card)"
"02_4_1002_3110_00","Profile Card","Majin Kuu","Majin Kuu (Profile Card)"
"02_4_1000_3130_00","Profile Card","Panzy","Panzy (Profile Card)"
"02_4_1001_3130_00","Profile Card","Panzy","Panzy (Profile Card)"
"02_4_1002_3130_00","Profile Card","Panzy","Panzy (Profile Card)"
"DRM_HL_0010_01","DRM Item","","DRM_HL_0010_01"
"DRM_HL_0010_02","DRM Item","","DRM_HL_0010_02"
"DRM_HL_0010_03","DRM Item","","DRM_HL_0010_03"
"DRM_HL_0020_01","DRM Item","","DRM_HL_0020_01"
"DRM_HL_0020_02","DRM Item","","DRM_HL_0020_02"
"DRM_HL_0020_03","DRM Item","","DRM_HL_0020_03"
"DRM_HL_0020_04","DRM Item","","DRM_HL_0020_04"
"DRM_HL_0020_05","DRM Item","","DRM_HL_0020_05"
"DRM_HL_0020_06","DRM Item","","DRM_HL_0020_06"
"02_1_0001_3050_00","Costume","Goku (Mini)","Goku (Mini) Outfit"
"02_1_0000_3050_01","Costume","Goku (Mini), Super Saiyan","Goku (Mini), Super Saiyan Outfit"
"02_1_0000_3060_00","Costume","Vegeta (Mini)","Vegeta (Mini) Outfit"
"02_1_0000_3060_01","Costume","Vegeta (Mini), Super Saiyan","Vegeta (Mini), Super Saiyan Outfit"
"02_1_0000_3060_02","Costume","Vegeta (Mini), Super Saiyan 2","Vegeta (Mini), Super Saiyan 2 Outfit"
"02_1_0000_3060_03","Costume","Vegeta (Mini), Super Saiyan 3","Vegeta (Mini), Super Saiyan 3 Outfit"
"02_1_0000_3070_00","Costume","Glorio","Glorio Outfit"
"02_1_0000_3110_00","Costume","Majin Kuu","Majin Kuu Outfit"
"02_1_0000_3130_00","Costume","Panzy","Panzy Outfit"
"02_4_1000_3050_01","Profile Card","Goku (Mini), Super Saiyan","Goku (Mini), Super Saiyan (Profile Card)"
"00_8_0226","Stamp/Title","","00_8_0226"
"00_8_0227","Stamp/Title","","00_8_0227"
"00_8_0228","Stamp/Title","","00_8_0228"
"10_1_0000_3160_00","Costume","Shallot","Shallot Outfit"
"10_4_0000_3160_00","Profile Card","Shallot","Shallot (Profile Card)"
"10_4_1000_3160_00","Profile Card","Shallot","Shallot (Profile Card)"
"10_4_1001_3160_00","Profile Card","Shallot","Shallot (Profile Card)"
"10_4_1002_3160_00","Profile Card","Shallot","Shallot (Profile Card)"
"00_8_0229","Stamp/Title","","00_8_0229"
"03_1_0000_3050_14","Costume","Goku (Mini), Super Saiyan 4","Goku (Mini), Super Saiyan 4 Outfit"
"03_1_0000_3080_00","Costume","Third Eye Gomah","Third Eye Gomah Outfit"
"03_1_0000_3100_03","Costume","Vegeta (DAIMA), Super Saiyan 3","Vegeta (DAIMA), Super Saiyan 3 Outfit"
"03_1_0000_3120_04","Costume","Goku (DAIMA), Super Saiyan 4","Goku (DAIMA), Super Saiyan 4 Outfit"
"03_1_0000_3140_00","Costume","Majin Duu","Majin Duu Outfit"
"03_1_0000_3150_00","Costume","Giant Gomah","Giant Gomah Outfit"
"03_4_0000_3050_14","Profile Card","Goku (Mini), Super Saiyan 4","Goku (Mini), Super Saiyan 4 (Profile Card)"
"03_4_0000_3080_00","Profile Card","Third Eye Gomah","Third Eye Gomah (Profile Card)"
"03_4_0000_3100_03","Profile Card","Vegeta (DAIMA), Super Saiyan 3","Vegeta (DAIMA), Super Saiyan 3 (Profile Card)"
"03_4_0000_3120_04","Profile Card","Goku (DAIMA), Super Saiyan 4","Goku (DAIMA), Super Saiyan 4 (Profile Card)"
"03_4_0000_3140_00","Profile Card","Majin Duu","Majin Duu (Profile Card)"
"03_4_0000_3150_00","Profile Card","Giant Gomah","Giant Gomah (Profile Card)"
"03_4_1000_3050_14","Profile Card","Goku (Mini), Super Saiyan 4","Goku (Mini), Super Saiyan 4 (Profile Card)"
"03_4_1001_3050_14","Profile Card","Goku (Mini), Super Saiyan 4","Goku (Mini), Super Saiyan 4 (Profile Card)"
"03_4_1002_3050_14","Profile Card","Goku (Mini), Super Saiyan 4","Goku (Mini), Super Saiyan 4 (Profile Card)"
"03_4_1000_3080_00","Profile Card","Third Eye Gomah","Third Eye Gomah (Profile Card)"
"03_4_1001_3080_00","Profile Card","Third Eye Gomah","Third Eye Gomah (Profile Card)"
"03_4_1002_3080_00","Profile Card","Third Eye Gomah","Third Eye Gomah (Profile Card)"
"03_4_1000_3100_03","Profile Card","Vegeta (DAIMA), Super Saiyan 3","Vegeta (DAIMA), Super Saiyan 3 (Profile Card)"
"03_4_1001_3100_03","Profile Card","Vegeta (DAIMA), Super Saiyan 3","Vegeta (DAIMA), Super Saiyan 3 (Profile Card)"
"03_4_1002_3100_03","Profile Card","Vegeta (DAIMA), Super Saiyan 3","Vegeta (DAIMA), Super Saiyan 3 (Profile Card)"
"03_4_1000_3120_04","Profile Card","Goku (DAIMA), Super Saiyan 4","Goku (DAIMA), Super Saiyan 4 (Profile Card)"
"03_4_1001_3120_04","Profile Card","Goku (DAIMA), Super Saiyan 4","Goku (DAIMA), Super Saiyan 4 (Profile Card)"
"03_4_1002_3120_04","Profile Card","Goku (DAIMA), Super Saiyan 4","Goku (DAIMA), Super Saiyan 4 (Profile Card)"
"03_4_1000_3140_00","Profile Card","Majin Duu","Majin Duu (Profile Card)"
"03_4_1001_3140_00","Profile Card","Majin Duu","Majin Duu (Profile Card)"
"03_4_1002_3140_00","Profile Card","Majin Duu","Majin Duu (Profile Card)"
"03_4_1000_3150_00","Profile Card","Giant Gomah","Giant Gomah (Profile Card)"
"03_4_1001_3150_00","Profile Card","Giant Gomah","Giant Gomah (Profile Card)"
"03_4_1002_3150_00","Profile Card","Giant Gomah","Giant Gomah (Profile Card)"
"00_6_0209","Sparking BGM","","00_6_0209"
"00_4_0013_3000_00","Profile Card","Gohan (Super Hero)","Gohan (Super Hero) (Profile Card)"
"00_4_0020_3040_00","Profile Card","Cell Max","Cell Max (Profile Card)"
"00_4_0015_3040_00","Profile Card","Cell Max","Cell Max (Profile Card)"
"00_8_0230","Stamp/Title","","00_8_0230"
"20_1_0007_0000_00_07","Costume","Goku (Z - Early)","Goku (Z - Early) Outfit"
"20_1_0007_0000_10_07","Costume","Goku (Z - Mid)","Goku (Z - Mid) Outfit"
"20_1_0007_0000_11_07","Costume","Goku (Z - Mid), Super Saiyan","Goku (Z - Mid), Super Saiyan Outfit"
"20_1_0003_0000_20_03","Costume","Goku (Z - End)","Goku (Z - End) Outfit"
"20_1_0004_0000_20_04","Costume","Goku (Z - End)","Goku (Z - End) Outfit"
"20_1_0005_0000_20_05","Costume","Goku (Z - End)","Goku (Z - End) Outfit"
"20_1_0003_0000_21_03","Costume","Goku (Z - End), Super Saiyan","Goku (Z - End), Super Saiyan Outfit"
"20_1_0004_0000_21_04","Costume","Goku (Z - End), Super Saiyan","Goku (Z - End), Super Saiyan Outfit"
"20_1_0005_0000_21_05","Costume","Goku (Z - End), Super Saiyan","Goku (Z - End), Super Saiyan Outfit"
"20_1_0003_0000_22_03","Costume","Goku (Z - End), Super Saiyan 2","Goku (Z - End), Super Saiyan 2 Outfit"
"20_1_0004_0000_22_04","Costume","Goku (Z - End), Super Saiyan 2","Goku (Z - End), Super Saiyan 2 Outfit"
"20_1_0005_0000_22_05","Costume","Goku (Z - End), Super Saiyan 2","Goku (Z - End), Super Saiyan 2 Outfit"
"20_1_0003_0000_23_03","Costume","Goku (Z - End), Super Saiyan 3","Goku (Z - End), Super Saiyan 3 Outfit"
"20_1_0004_0000_23_04","Costume","Goku (Z - End), Super Saiyan 3","Goku (Z - End), Super Saiyan 3 Outfit"
"20_1_0005_0000_23_05","Costume","Goku (Z - End), Super Saiyan 3","Goku (Z - End), Super Saiyan 3 Outfit"
"20_1_0008_0000_40_08","Costume","Goku (Super)","Goku (Super) Outfit"
"20_1_0009_0000_40_09","Costume","Goku (Super)","Goku (Super) Outfit"
"20_1_0008_0000_41_08","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit"
"20_1_0009_0000_41_09","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit"
"20_1_0008_0001_42_08","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit"
"20_1_0009_0001_42_09","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit"
"20_1_0008_0000_43_08","Costume","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan Outfit"
